timestamp,value
2018-10-26 00:31:11,0.46
2018-10-26 00:31:41,0.45
2018-10-26 00:32:11,0.31
2018-10-26 00:32:41,0.37
2018-10-26 00:33:11,0.29
2018-10-26 00:33:41,1.35
2018-10-26 00:34:11,1.44
2018-10-26 00:34:41,0.46
2018-10-26 00:35:11,0.4
2018-10-26 00:35:41,0.44
2018-10-26 00:36:11,0.32
2018-10-26 00:36:41,0.37
2018-10-26 00:37:11,0.37
2018-10-26 00:37:41,0.43
2018-10-26 00:38:11,1.27
2018-10-26 00:38:41,1.48
2018-10-26 00:39:11,0.38
2018-10-26 00:39:41,0.35
2018-10-26 00:40:11,0.3
2018-10-26 00:40:41,0.38
2018-10-26 00:41:11,0.38
2018-10-26 00:41:41,0.4
2018-10-26 00:42:11,0.4
2018-10-26 00:42:41,1.39
2018-10-26 00:43:11,1.42
2018-10-26 00:43:41,0.37
2018-10-26 00:44:11,0.35
2018-10-26 00:44:41,0.38
2018-10-26 00:45:11,0.37
2018-10-26 00:45:41,0.42
2018-10-26 00:46:11,0.37
2018-10-26 00:46:41,0.41
2018-10-26 00:47:11,1.46
2018-10-26 00:47:41,1.56
2018-10-26 00:48:11,0.45
2018-10-26 00:48:41,0.4
2018-10-26 00:49:11,0.34
2018-10-26 00:49:41,0.44
2018-10-26 00:50:11,0.33
2018-10-26 00:50:41,0.4
2018-10-26 00:51:11,0.35
2018-10-26 00:51:41,1.55
2018-10-26 00:52:11,1.53
2018-10-26 00:52:41,0.32
2018-10-26 00:53:11,0.28
2018-10-26 00:53:41,0.41
2018-10-26 00:54:11,0.27
2018-10-26 00:54:41,0.38
2018-10-26 00:55:11,0.45
2018-10-26 00:55:41,0.46
2018-10-26 00:56:11,1.48
2018-10-26 00:56:41,1.46
2018-10-26 00:57:11,0.33
2018-10-26 00:57:41,0.37
2018-10-26 00:58:11,0.3
2018-10-26 00:58:41,0.47
2018-10-26 00:59:11,0.27
2018-10-26 00:59:41,0.4
2018-10-26 01:00:11,1.11
2018-10-26 01:00:41,1.98
2018-10-26 01:01:11,2.06
2018-10-26 01:01:41,1.6
2018-10-26 01:02:11,1.13
2018-10-26 01:02:41,0.57
2018-10-26 01:03:11,0.69
2018-10-26 01:03:41,0.69
2018-10-26 01:04:11,0.33
2018-10-26 01:04:41,0.39
2018-10-26 01:05:11,0.41
2018-10-26 01:05:41,0.32
2018-10-26 01:06:11,0.36
2018-10-26 01:06:41,0.37
2018-10-26 01:07:11,0.32
2018-10-26 01:07:41,0.46
2018-10-26 01:08:11,2.27
2018-10-26 01:08:41,0.47
2018-10-26 01:09:11,0.38
2018-10-26 01:09:41,0.42
2018-10-26 01:10:11,0.43
2018-10-26 01:10:41,0.42
2018-10-26 01:11:12,0.36
2018-10-26 01:11:42,0.53
2018-10-26 01:12:12,0.45
2018-10-26 01:12:42,2.34
2018-10-26 01:13:12,0.43
2018-10-26 01:13:42,0.31
2018-10-26 01:14:12,0.4
2018-10-26 01:14:42,0.36
2018-10-26 01:15:12,0.52
2018-10-26 01:15:42,0.49
2018-10-26 01:16:12,0.48
2018-10-26 01:16:42,0.32
2018-10-26 01:17:12,0.56
2018-10-26 01:17:42,0.41
2018-10-26 01:18:12,0.4
2018-10-26 01:18:42,0.41
2018-10-26 01:19:12,0.56
2018-10-26 01:19:42,2.15
2018-10-26 01:20:12,0.54
2018-10-26 01:20:42,0.33
2018-10-26 01:21:12,0.36
2018-10-26 01:21:42,0.47
2018-10-26 01:22:12,0.46
2018-10-26 01:22:42,0.37
2018-10-26 01:23:12,0.36
2018-10-26 01:23:42,0.38
2018-10-26 01:24:12,2.27
2018-10-26 01:24:42,0.31
2018-10-26 01:25:12,0.5
2018-10-26 01:25:42,0.51
2018-10-26 01:26:12,0.52
2018-10-26 01:26:42,0.39
2018-10-26 01:27:12,0.54
2018-10-26 01:27:42,0.53
2018-10-26 01:28:12,0.49
2018-10-26 01:28:42,0.53
2018-10-26 01:29:12,0.53
2018-10-26 01:29:42,2.62
2018-10-26 01:30:12,0.46
2018-10-26 01:30:42,0.45
2018-10-26 01:31:12,0.35
2018-10-26 01:31:42,0.32
2018-10-26 01:32:12,0.49
2018-10-26 01:32:42,0.47
2018-10-26 01:33:12,0.45
2018-10-26 01:33:42,0.53
2018-10-26 01:34:12,2.42
2018-10-26 01:34:42,0.39
2018-10-26 01:35:12,0.45
2018-10-26 01:35:42,0.41
2018-10-26 01:36:12,0.48
2018-10-26 01:36:42,0.31
2018-10-26 01:37:12,0.46
2018-10-26 01:37:42,0.56
2018-10-26 01:38:12,0.51
2018-10-26 01:38:42,2.27
2018-10-26 01:39:12,0.48
2018-10-26 01:39:42,0.56
2018-10-26 01:40:12,0.46
2018-10-26 01:40:42,0.54
2018-10-26 01:41:12,0.44
2018-10-26 01:41:42,0.41
2018-10-26 01:42:12,0.48
2018-10-26 01:42:42,0.57
2018-10-26 01:43:12,0.4
2018-10-26 01:43:42,0.68
2018-10-26 01:44:12,0.6
2018-10-26 01:44:42,0.52
2018-10-26 01:45:12,0.52
2018-10-26 01:45:42,0.46
2018-10-26 01:46:12,0.46
2018-10-26 01:46:42,2.25
2018-10-26 01:47:12,0.41
2018-10-26 01:47:42,0.39
2018-10-26 01:48:12,0.41
2018-10-26 01:48:42,0.41
2018-10-26 01:49:12,0.44
2018-10-26 01:49:42,0.51
2018-10-26 01:50:12,0.45
2018-10-26 01:50:42,0.51
2018-10-26 01:51:12,2.26
2018-10-26 01:51:42,0.43
2018-10-26 01:52:12,0.42
2018-10-26 01:52:42,0.5
2018-10-26 01:53:12,0.44
2018-10-26 01:53:42,0.47
2018-10-26 01:54:12,0.47
2018-10-26 01:54:42,0.47
2018-10-26 01:55:12,0.59
2018-10-26 01:55:42,2.33
2018-10-26 01:56:12,0.52
2018-10-26 01:56:42,0.44
2018-10-26 01:57:12,0.43
2018-10-26 01:57:42,0.48
2018-10-26 01:58:12,0.4
2018-10-26 01:58:42,0.41
2018-10-26 01:59:12,0.51
2018-10-26 01:59:42,0.71
2018-10-26 02:00:12,2.36
2018-10-26 02:00:42,0.41
2018-10-26 02:01:12,0.63
2018-10-26 02:01:42,0.54
2018-10-26 02:02:12,0.5
2018-10-26 02:02:42,0.49
2018-10-26 02:03:12,0.54
2018-10-26 02:03:42,0.52
2018-10-26 02:04:12,0.59
2018-10-26 02:04:42,2.27
2018-10-26 02:05:12,0.58
2018-10-26 02:05:42,0.44
2018-10-26 02:06:12,0.39
2018-10-26 02:06:42,0.42
2018-10-26 02:07:12,0.4
2018-10-26 02:07:42,0.43
2018-10-26 02:08:12,0.46
2018-10-26 02:08:42,0.53
2018-10-26 02:09:12,2.32
2018-10-26 02:09:42,0.49
2018-10-26 02:10:12,0.57
2018-10-26 02:10:43,0.5
2018-10-26 02:11:13,0.48
2018-10-26 02:11:43,0.53
2018-10-26 02:12:13,0.5
2018-10-26 02:12:43,0.57
2018-10-26 02:13:13,0.61
2018-10-26 02:13:43,2.24
2018-10-26 02:14:13,0.55
2018-10-26 02:14:43,0.6
2018-10-26 02:15:13,0.54
2018-10-26 02:15:43,0.35
2018-10-26 02:16:13,0.36
2018-10-26 02:16:43,0.44
2018-10-26 02:17:13,0.51
2018-10-26 02:17:43,0.44
2018-10-26 02:18:13,2.31
2018-10-26 02:18:43,0.41
2018-10-26 02:19:13,0.43
2018-10-26 02:19:43,0.49
2018-10-26 02:20:13,0.55
2018-10-26 02:20:43,0.52
2018-10-26 02:21:13,0.44
2018-10-26 02:21:43,0.59
2018-10-26 02:22:13,0.56
2018-10-26 02:22:43,2.34
2018-10-26 02:23:13,0.47
2018-10-26 02:23:43,0.44
2018-10-26 02:24:13,0.36
2018-10-26 02:24:43,0.48
2018-10-26 02:25:13,0.4
2018-10-26 02:25:43,0.47
2018-10-26 02:26:13,0.43
2018-10-26 02:26:43,0.61
2018-10-26 02:27:13,2.27
2018-10-26 02:27:43,0.55
2018-10-26 02:28:13,0.48
2018-10-26 02:28:43,0.5
2018-10-26 02:29:13,0.39
2018-10-26 02:29:43,1.48
2018-10-26 02:30:13,0.48
2018-10-26 02:30:43,0.51
2018-10-26 02:31:13,0.44
2018-10-26 02:31:43,0.54
2018-10-26 02:32:13,0.46
2018-10-26 02:32:43,0.43
2018-10-26 02:33:13,0.4
2018-10-26 02:33:43,0.59
2018-10-26 02:34:13,2.15
2018-10-26 02:34:43,0.41
2018-10-26 02:35:13,0.46
2018-10-26 02:35:43,0.44
2018-10-26 02:36:13,0.41
2018-10-26 02:36:43,0.55
2018-10-26 02:37:13,0.41
2018-10-26 02:37:43,0.44
2018-10-26 02:38:13,0.59
2018-10-26 02:38:43,2.31
2018-10-26 02:39:13,0.45
2018-10-26 02:39:43,0.6
2018-10-26 02:40:13,0.44
2018-10-26 02:40:43,0.44
2018-10-26 02:41:13,0.4
2018-10-26 02:41:43,0.49
2018-10-26 02:42:13,0.37
2018-10-26 02:42:43,0.57
2018-10-26 02:43:13,2.16
2018-10-26 02:43:43,0.36
2018-10-26 02:44:13,0.34
2018-10-26 02:44:43,0.39
2018-10-26 02:45:13,0.43
2018-10-26 02:45:43,0.47
2018-10-26 02:46:13,0.41
2018-10-26 02:46:43,0.47
2018-10-26 02:47:13,0.3
2018-10-26 02:47:43,2.26
2018-10-26 02:48:13,0.35
2018-10-26 02:48:43,0.47
2018-10-26 02:49:13,0.47
2018-10-26 02:49:43,0.54
2018-10-26 02:50:13,0.35
2018-10-26 02:50:43,0.45
2018-10-26 02:51:13,0.49
2018-10-26 02:51:43,0.5
2018-10-26 02:52:13,2.24
2018-10-26 02:52:43,0.42
2018-10-26 02:53:13,0.38
2018-10-26 02:53:43,0.4
2018-10-26 02:54:13,0.36
2018-10-26 02:54:43,0.46
2018-10-26 02:55:13,0.43
2018-10-26 02:55:43,0.39
2018-10-26 02:56:13,0.52
2018-10-26 02:56:43,1.86
2018-10-26 02:57:13,0.34
2018-10-26 02:57:43,0.46
2018-10-26 02:58:13,0.42
2018-10-26 02:58:43,0.33
2018-10-26 02:59:13,0.37
